brand,processor_brand,processor_name,warranty,weight_Casual,Number of Ratings,Number of Reviews
-0.15940080523902636,0.42704338538479686,-0.8950112335715515,-1.205169671051447,-1.3738631664034087,-0.20501941895688677,-0.25773396628658773
-0.6638060930501922,0.42704338538479686,-0.5487003542498958,-1.205169671051447,-1.3738631664034087,-0.2777811414797883,-0.2732919583718303
1.858220346005637,-1.6718294236340985,1.1828540423583822,0.3676788826936618,0.7278745252468392,-0.283378197058473,-0.2810709544144515
0.3450044825721395,-1.6718294236340985,1.1828540423583822,-1.205169671051447,-1.3738631664034087,-0.14158612239845983,-0.03992207709319263
0.8494097703833053,0.42704338538479686,-0.20238947492824025,1.9405274364387706,-1.3738631664034087,-0.29363946561939497,-0.296628946499694
-1.1682113808613581,0.42704338538479686,-1.241322112893207,-1.205169671051447,0.7278745252468392,0.6149492233204261,1.0258003807459193
0.8494097703833053,0.42704338538479686,-0.5487003542498958,-1.205169671051447,-1.3738631664034087,-0.2414002802183375,-0.24217597420134526
0.3450044825721395,0.42704338538479686,-0.5487003542498958,-1.205169671051447,0.7278745252468392,-0.29363946561939497,-0.296628946499694
-0.15940080523902636,0.42704338538479686,-0.5487003542498958,0.3676788826936618,0.7278745252468392,-0.2022208911675444,-0.2499549702439665
0.8494097703833053,0.42704338538479686,-0.5487003542498958,-1.205169671051447,-1.3738631664034087,0.14852792509669865,-0.008806092922707608
0.3450044825721395,0.42704338538479686,-0.5487003542498958,0.3676788826936618,0.7278745252468392,2.562724564702712,2.2315447673522137
1.858220346005637,-1.6718294236340985,1.5291649216800378,-1.205169671051447,0.7278745252468392,-0.052033233139504156,0.06898386750350494
1.858220346005637,0.42704338538479686,0.8365431630367266,0.3676788826936618,0.7278745252468392,0.14013234172867156,0.39570170129359766
-1.1682113808613581,0.42704338538479686,-0.5487003542498958,0.3676788826936618,0.7278745252468392,-0.26098997474373403,-0.2810709544144515
0.8494097703833053,0.42704338538479686,-0.5487003542498958,0.3676788826936618,0.7278745252468392,-0.2740497710939984,-0.25773396628658773
-1.1682113808613581,0.42704338538479686,-0.5487003542498958,-1.205169671051447,0.7278745252468392,1.4610374582982677,1.5781090997720284
0.8494097703833053,0.42704338538479686,-0.5487003542498958,3.5133759901838792,0.7278745252468392,0.04684808208392607,-0.024364085007950117
-0.6638060930501922,0.42704338538479686,-0.5487003542498958,-1.205169671051447,-1.3738631664034087,-0.29363946561939497,-0.296628946499694
1.858220346005637,-1.6718294236340985,1.5291649216800378,0.3676788826936618,-1.3738631664034087,-0.29363946561939497,-0.296628946499694
0.8494097703833053,-1.6718294236340985,1.5291649216800378,0.3676788826936618,-1.3738631664034087,-0.08934693699740236,-0.08659605334892016
0.8494097703833053,-1.6718294236340985,1.5291649216800378,1.9405274364387706,-1.3738631664034087,-0.29363946561939497,-0.296628946499694
0.3450044825721395,0.42704338538479686,-0.20238947492824025,0.3676788826936618,0.7278745252468392,-0.29363946561939497,-0.296628946499694
-0.15940080523902636,0.42704338538479686,-0.5487003542498958,0.3676788826936618,-1.3738631664034087,0.02072848938339733,-0.08659605334892016
-0.15940080523902636,0.42704338538479686,-0.8950112335715515,0.3676788826936618,-1.3738631664034087,-0.29363946561939497,-0.296628946499694
0.8494097703833053,0.42704338538479686,-0.8950112335715515,-1.205169671051447,0.7278745252468392,-0.23300469685031042,-0.25773396628658773
-1.1682113808613581,-1.6718294236340985,2.221786680323349,0.3676788826936618,0.7278745252468392,-0.29363946561939497,-0.296628946499694
0.8494097703833053,0.42704338538479686,-0.20238947492824025,-1.205169671051447,-1.3738631664034087,-0.2917737804265001,-0.2888499504570728
0.8494097703833053,0.42704338538479686,-0.5487003542498958,0.3676788826936618,0.7278745252468392,-0.29363946561939497,-0.296628946499694
0.3450044825721395,0.42704338538479686,-0.20238947492824025,0.3676788826936618,0.7278745252468392,-0.2777811414797883,-0.265512962329209
1.858220346005637,-1.6718294236340985,1.5291649216800378,0.3676788826936618,0.7278745252468392,-0.0016597329313415888,0.006751899162534901
-0.15940080523902636,0.42704338538479686,-0.8950112335715515,0.3676788826936618,0.7278745252468392,-0.29363946561939497,-0.296628946499694
-0.15940080523902636,0.42704338538479686,-0.8950112335715515,0.3676788826936618,0.7278745252468392,-0.29363946561939497,-0.296628946499694
-1.1682113808613581,0.42704338538479686,-0.20238947492824025,-1.205169671051447,-1.3738631664034087,-0.1835640392385953,-0.1799440058603752
