processor_brand,processor_name,ram_gb,hdd,warranty,Price,Number of Ratings,msoffice_Yes,weight_Gaming
0.4248245278662885,-0.8694982168021905,-1.3315544475944832,-0.5619569853183152,0.4325784545783231,-0.4166923140181634,-0.3002709772698779,1.3839517985266543,-0.21519687751596067
0.4248245278662885,-0.5231361172165245,0.0718185343454751,-0.5619569853183152,0.4325784545783231,-0.6358283476270004,1.3649387365951735,1.3839517985266543,-0.21519687751596067
0.4248245278662885,-0.5231361172165245,0.0718185343454751,-0.5619569853183152,0.4325784545783231,0.17424590989392758,-0.30542642530041986,-0.7225685179676006,-0.21519687751596067
0.4248245278662885,-0.8694982168021905,-1.3315544475944832,-0.5619569853183152,-1.1469883265334324,-0.8328734372942531,-0.2559341242072171,-0.7225685179676006,-0.21519687751596067
2.57271357435109,0.5159501815404735,0.0718185343454751,-0.5619569853183152,0.4325784545783231,1.0718957628225234,0.1008228795062862,-0.7225685179676006,-0.21519687751596067
0.4248245278662885,-0.17677401763085857,1.4751915162854334,-0.5619569853183152,0.4325784545783231,0.5026543926726822,-0.2796491851477101,-0.7225685179676006,-0.21519687751596067
0.4248245278662885,-0.17677401763085857,1.4751915162854334,-0.5619569853183152,-1.1469883265334324,0.9843201674148555,-0.3105818733309618,-0.7225685179676006,-0.21519687751596067
0.4248245278662885,-0.8694982168021905,0.0718185343454751,-0.5619569853183152,0.4325784545783231,-0.4825710556635816,-0.05796491983440601,-0.7225685179676006,-0.21519687751596067
0.4248245278662885,-0.5231361172165245,0.0718185343454751,0.6767469792705321,-1.1469883265334324,0.5587246676324416,-0.3105818733309618,-0.7225685179676006,-0.21519687751596067
0.4248245278662885,-0.5231361172165245,0.0718185343454751,1.9154509438593792,0.4325784545783231,-0.15613302378149954,-0.3105818733309618,-0.7225685179676006,-0.21519687751596067
-1.7230645186185132,1.2086743807118054,0.0718185343454751,1.9154509438593792,-1.1469883265334324,-0.8679036754573203,-0.27140046829884296,-0.7225685179676006,-0.21519687751596067
-1.7230645186185132,1.2086743807118054,0.0718185343454751,-0.5619569853183152,-1.1469883265334324,-0.797843199131186,-0.3105818733309618,-0.7225685179676006,-0.21519687751596067
0.4248245278662885,-0.8694982168021905,-1.3315544475944832,1.9154509438593792,-1.1469883265334324,-0.7890856395904192,-0.3105818733309618,-0.7225685179676006,-0.21519687751596067
-1.7230645186185132,1.2086743807118054,0.0718185343454751,-0.5619569853183152,0.4325784545783231,-0.8109795384423362,-0.30336424608820306,-0.7225685179676006,-0.21519687751596067
0.4248245278662885,-0.8694982168021905,0.0718185343454751,-0.5619569853183152,0.4325784545783231,-0.7671917407385023,-0.3002709772698779,1.3839517985266543,-0.21519687751596067
-1.7230645186185132,1.9013985798831372,-1.3315544475944832,-0.5619569853183152,0.4325784545783231,0.7653811788956858,-0.3105818733309618,-0.7225685179676006,-0.21519687751596067
0.4248245278662885,-0.8694982168021905,0.0718185343454751,1.9154509438593792,0.4325784545783231,-0.8219264878682947,1.6660169015788238,1.3839517985266543,-0.21519687751596067
0.4248245278662885,-0.5231361172165245,0.0718185343454751,1.9154509438593792,-1.1469883265334324,0.01901816703383623,-0.12601683383755982,-0.7225685179676006,-0.21519687751596067
0.4248245278662885,-0.17677401763085857,0.0718185343454751,-0.5619569853183152,-1.1469883265334324,-0.06658697747715912,-0.3105818733309618,-0.7225685179676006,-0.21519687751596067
0.4248245278662885,-0.8694982168021905,0.0718185343454751,1.9154509438593792,-1.1469883265334324,-0.8326763922045859,-0.30336424608820306,-0.7225685179676006,-0.21519687751596067
0.4248245278662885,-0.8694982168021905,-1.3315544475944832,-0.5619569853183152,3.591712016801834,-0.833968132236849,0.4709840480991986,-0.7225685179676006,-0.21519687751596067
-1.7230645186185132,2.2477606794688034,-1.3315544475944832,-0.5619569853183152,0.4325784545783231,0.8310628754514368,-0.29614661884544435,-0.7225685179676006,-0.21519687751596067
0.4248245278662885,-1.2158603163878565,-1.3315544475944832,0.6767469792705321,-1.1469883265334324,-1.0737063246653398,0.30394753190963925,-0.7225685179676006,-0.21519687751596067
-1.7230645186185132,1.9013985798831372,1.4751915162854334,-0.5619569853183152,0.4325784545783231,0.06477641563434271,-0.3105818733309618,-0.7225685179676006,-0.21519687751596067
-1.7230645186185132,1.9013985798831372,-1.3315544475944832,-0.5619569853183152,0.4325784545783231,-0.4166923140181634,-0.2652139306621926,1.3839517985266543,-0.21519687751596067
0.4248245278662885,-0.5231361172165245,0.0718185343454751,-0.5619569853183152,0.4325784545783231,0.3277002469470136,-0.29408443963322756,1.3839517985266543,-0.21519687751596067
0.4248245278662885,-0.8694982168021905,0.0718185343454751,-0.5619569853183152,-1.1469883265334324,-0.6809297792619494,-0.3105818733309618,-0.7225685179676006,-0.21519687751596067
-1.7230645186185132,1.5550364802974714,0.0718185343454751,-0.5619569853183152,-1.1469883265334324,-0.6139344487750834,-0.2930533500271192,-0.7225685179676006,-0.21519687751596067
0.4248245278662885,-0.5231361172165245,0.0718185343454751,-0.5619569853183152,-1.1469883265334324,-0.15416257288482701,-0.3105818733309618,-0.7225685179676006,-0.21519687751596067
0.4248245278662885,-0.8694982168021905,0.0718185343454751,-0.5619569853183152,0.4325784545783231,-0.7452978418865853,-0.26933828908662616,-0.7225685179676006,-0.21519687751596067
0.4248245278662885,-0.5231361172165245,0.0718185343454751,-0.5619569853183152,-1.1469883265334324,-0.2512401203942269,-0.3105818733309618,-0.7225685179676006,-0.21519687751596067
0.4248245278662885,-0.5231361172165245,0.0718185343454751,-0.5619569853183152,-1.1469883265334324,-0.37310156140399675,-0.2786180955416017,-0.7225685179676006,-0.21519687751596067
